client_id	path	sentence	up_votes	down_votes	age	gender	accent
281474976715481	clips/281474976715481.wav	ସାର ଭାତ ଖାଇ ଗ୍ୟାସ ମେଡିସିନ ନେବି କି	0	0			
281474976715500	clips/281474976715500.wav	ସାର ଛୁଆ ର ନେଳି ଝାଡା ହଉଚି କମୁନି ଜମା ସେ ମେଡିସିନ ଖାଇଲେ ବାନ୍ତି କରୁଛି କଣ କରିବି କୁହନ୍ତୁ	0	0			
281474976715529	clips/281474976715529.wav	ମୋର ବାଇଶି ବର୍ଷ ମାତ୍ର ମୁଣ୍ଡର ବାଳ  ସବୁ  ଖସି ଯାଉଛି	0	0			
281474976715540	clips/281474976715540.wav	ମୋତେ ଅଶୀ ବର୍ଷ  ଆଶା ବାଡ଼ି ଧରି ଚାଲୁଛି ପାଦ ତଳେ ବାଟ ଫୁଟିଲା ଭଳି ବହୁତ ବଥା ହଉଛି	0	0			
281474976715552	clips/281474976715552.wav	ରାତିରେ ଶୋଇବା ବେଳେ ଅଜାଣତରେ ପରିସ୍ରା ହୋଇଯାଉଛି ଏବଂ ପରିସ୍ରା ଜୱାଳା କରୁଛି	0	0			
281474976715558	clips/281474976715558.wav	ମୋର  ଏବେ ସାତ ମାସ ଗର୍ଭ ବାମ ପାଖ  ପେଟ ବଥା ହେଉଛି	0	0			
281474976715560	clips/281474976715560.wav	ମୁଁ ଖାଉ ଖାଉ ମୋ ଗଳା ରେ ମାଛ କଣ୍ଟା ଲାଗି ଗଲା ସାର କୋଉ ଡକ୍ଟର କୁ ଦେଖେଇବି	0	0			
281474976715563	clips/281474976715563.wav	ଆଜ୍ଞା ମୋର୍ କୃଷକ ହେଲ୍ଥ କାର୍ଡ ଏଠି ହେଇ ପାରିବ ତ	0	0			
281474976715583	clips/281474976715583.wav	ଲୁଗା ପଟାରେ ଏକ ହେଇଯାଉଚି ଅଟକି ହେଉନି ରାତିରେ ବେଶି ଏକ ଲାଗୁଚି	0	0			
281474976715616	clips/281474976715616.wav	ମୋ ଛୁଆ ବହୁତ୍ କାଶୁଚି ଉଷଦ୍ ଦିଅ	0	0			
281474976715620	clips/281474976715620.wav	ସାର ମୋର ପରିସ୍ରା ପୁଡୁଛି ଆଉ ମୁଁ ପ୍ରେଗନାଂଟ ଅଛି ମେଡିସିନ ଦିଅନ୍ତୁ	0	0			
281474976715622	clips/281474976715622.wav	ପାଞ୍ଚରୁ ଛଅ  ଦିନ ହେଲା ଜର  ହଉଛି  ରାତିର  କମ୍ପ  ହେଇ ଜର  ଆସୁଛି	0	0			
281474976715625	clips/281474976715625.wav	ସାର ତିନି ମାସ ହେଲା ମୋର ହେଲ୍ଥ କାର୍ଡ ବନ୍ଦହେଇଯାଇଛି ମୁ ଏଇ କାର୍ଡ ରେ ଔଷଧ ପାଇପାରିବି	0	0			
