client_id	path	sentence	up_votes	down_votes	age	gender	accent
281474976714151	clips/281474976714151.wav	ହେଲ୍ଥ କାର୍ଡ ସାହାଯ୍ୟ ରେ କେତେ ଟଙ୍କା ବୀମା ଆକାରର ଚିକିସୟା ହୈ ପରିବୋ	0	0			
281474976714153	clips/281474976714153.wav	ସାର ମୋର ପରିସ୍ରା ପୁଡୁଛି ଆଉ ମୁଁ ପ୍ରେଗନାଂଟ ଅଛି ମେଡିସିନ ଦିଅନ୍ତୁ	0	0			
281474976714163	clips/281474976714163.wav	ଛୁଆ ଖାଲି କାନ୍ଦୁଛି କଣ କରିବି ସାର ଯାହା କଲେ କାନ୍ଦ ବନ୍ଦ କରୁନି	0	0			
281474976714164	clips/281474976714164.wav	ପିଲା ଟା ର ଝାଡ଼ା ଠିକ ସେ ହଉନାହିଁ ପେଟ ଫାମ୍ପି ଯାଉଛି	0	0			
281474976714172	clips/281474976714172.wav	ସାର ମୋର ଦୁଇ ମାସ ଦେଢ଼ ମାସରେ ଥରେ ଋତୁ ସ୍ରାବ ହେଉଛି ସଂପୂର୍ଣ୍ଣ ମାସ ଧରି ହେଉନି	0	0			
281474976714179	clips/281474976714179.wav	ପାଞ୍ଚରୁ ଛଅ  ଦିନ ହେଲା ଜର  ହଉଛି  ରାତିର  କମ୍ପ  ହେଇ ଜର  ଆସୁଛି	0	0			
281474976714188	clips/281474976714188.wav	ସାର ଛୁଆ ର ନେଳି ଝାଡା ହଉଚି କମୁନି ଜମା ସେ ମେଡିସିନ ଖାଇଲେ ବାନ୍ତି କରୁଛି କଣ କରିବି କୁହନ୍ତୁ	0	0			
281474976714202	clips/281474976714202.wav	ଆଖି କୁଣ୍ଡେଇ ହଉଛି ଦିଟା ଦିଟା ଦେଖାଯାଉଛି	0	0			
281474976714215	clips/281474976714215.wav	ହାତ ଗୋଡ଼ ଫୁଲି ଯାଉଛି ଚାଲିବାକୁ ବଳ ହେଉନି	0	0			
281474976714230	clips/281474976714230.wav	ସାର ଭାତ ଖାଇ ଗ୍ୟାସ ମେଡିସିନ ନେବି କି	0	0			
281474976714238	clips/281474976714238.wav	ମୁଁ ଖାଉ ଖାଉ ମୋ ଗଳା ରେ ମାଛ କଣ୍ଟା ଲାଗି ଗଲା ସାର କୋଉ ଡକ୍ଟର କୁ ଦେଖେଇବି	0	0			
281474976714241	clips/281474976714241.wav	କାନ ପାଚି ପୂଜ ବାହାରୁଚି	0	0			
281474976714939	clips/281474976714939.wav	କାନରେ ପୋକ ପସିଚି କାନ ଡାକ୍ତର ଅଛି କି	0	0			
281474976714988	clips/281474976714988.wav	ଗୋଡ ହାତ ମୁଁହ ଫୁଲି ଯାଉଛି ମାଂସ ପେଶୀ ବଥା କରୁଛି	0	0			
281474976714999	clips/281474976714999.wav	କାନ ପାଚି ପୂଜ ବାହାରୁଚି	0	0			
281474976715003	clips/281474976715003.wav	ଛୁଆ ଟା ର ଆଖି ନଖ ହଳଦିଆ ଦେଖା ଯାଉଛି	0	0			
281474976715012	clips/281474976715012.wav	ରକ୍ତ ବେଶି ଯାଉଛି  ସେ ଡାକ୍ତର କାହିଁ କି	0	0			
281474976715019	clips/281474976715019.wav	ମୋ ଛୁଆ ଜଣ୍ଡିସ ହେଇଚି ହଳଦିଆ ପରିଶ୍ରା ହଉଚି	0	0			
281474976715025	clips/281474976715025.wav	ହେଲ୍ଥ କାର୍ଡ ସାହାଯ୍ୟ ରେ କେତେ ଟଙ୍କା ବୀମା ଆକାରର ଚିକିସୟା ହୈ ପରିବୋ	0	0			
281474976715044	clips/281474976715044.wav	କାର୍ଡ ରେ ଗୋଟେ ସମୟରେ ଦୁଇ ଜଣଙ୍କର ଚିକିତ୍ସା ହେଇପାରିବ କି ନାଇଁ	0	0			
281474976715056	clips/281474976715056.wav	ଡକ୍ଟର ସାର ଔଷଧ  ପ୍ରେସକ୍ରିପଶନ  କରିଛନ୍ତି  ଏହି  ହେଲ୍ଥ କାର୍ଡ ସାହାଯ୍ୟରେ  ପାଇପାରିବି	0	0			
281474976715059	clips/281474976715059.wav	ରାତିରେ ନିଦ ହଉନି ନିଃଶ୍ୱାସ ଅଟକି ଗଲା ପରି ଲାଗୁଚି	0	0			
281474976715066	clips/281474976715066.wav	ହାତ ଗୋଡ଼ ଫୁଲି ଯାଉଛି ଚାଲିବାକୁ ବଳ ହେଉନି	0	0			
281474976715074	clips/281474976715074.wav	ମୋର ମୁଣ୍ଡ ଛୋଟ ଗୋଡ଼ ହାତ ସରୁ ପେଟ ବଡ	0	0			
281474976715124	clips/281474976715124.wav	କେଉଁ କେଉଁ ଇନ୍ସୁରାନ୍ସ କମ୍ପାନୀ କାର୍ଡ ରେ ଆପଣ ଚିକିତ୍ସା କରୁଛନ୍ତି	0	0			
281474976715168	clips/281474976715168.wav	ମୋ ଛୁଆ ର ଗୋଡ ହାତ ସରୁ ହେଇଯାଉଛି	0	0			
281474976715180	clips/281474976715180.wav	ଛୁଆ ଖାଲି କାନ୍ଦୁଛି କଣ କରିବି ସାର ଯାହା କଲେ କାନ୍ଦ ବନ୍ଦ କରୁନି	0	0			
281474976715188	clips/281474976715188.wav	ସାର ଛାତି ରେ କଫ ଜମା ହେଇଯାଉଛି କାଶିଲା ବେଳକୁ କଫ ପଡୁଛି	0	0			
281474976715192	clips/281474976715192.wav	ଛୁଆ ର କାନ ପାଚି ପୂଜ ବାହାରୁଚି କିଛି ଶୁଭୁ ନାହିଁ	0	0			
281474976715199	clips/281474976715199.wav	ସାର ମୋର ପାଞ୍ଚ ମାସ ଗର୍ଭ ଚାଲିବାକୁ ବଳ ନାହିଁ ମୁଂଡ ବୁଲେଇ ହେଉଛି	0	0			
281474976715204	clips/281474976715204.wav	ସାର ମୋର ଛୁଆ କିଛି ଖାଉନି ସବୁ ଖାଇକି ବାନ୍ତି କରୁଛି ମେଡିସିନ ଦିଅନ୍ତୁ	0	0			
281474976715212	clips/281474976715212.wav	ଦିଦି ସାଇକେଲ ରୁ ପଡି ଗୋଡ ଓ ହାତ ଖଣ୍ଡିଆ ହୋଇଯାଇଛି କଣ କରିଵି	0	0			
281474976715231	clips/281474976715231.wav	ବ୍ଲଡ଼ ପ୍ରେସର ଚେକ କରିବାକୁ ଆସିଛି	0	0			
281474976715246	clips/281474976715246.wav	ସାର କାଲି ମୋର ବ୍ରତ ଥିଲା କିଛି ଖାଇ ନଥିଲି ଆଜି ଯାହା ଖାଇଲା ବେଳକୁ ବାନ୍ତି ହେଉଛି	0	0			
281474976715251	clips/281474976715251.wav	ମୋର ଚାରି ରୁ ପାଞ୍ଚ ଦିନ ହେଲା ଜର ଦେହ ହାତ ଥରୁଚି ରାତିରେ କମ୍ପ ଆସୁଚି	0	0			
